Date,Open,High,Low,Close,Volume
2023-01-03 00:00:00-05:00,26.083711241679193,26.102997237232728,25.428003945782972,25.775142669677734,31308000
2023-01-04 00:00:00-05:00,26.43085245698635,26.922634320453884,26.189783024259942,26.691207885742188,37665200
2023-01-05 00:00:00-05:00,26.459780565012455,26.787635129679114,26.401922578861576,26.57549285888672,33552600
2023-01-06 00:00:00-05:00,26.932277653308667,27.800127254070663,26.40192379118857,27.703699111938477,31788600
2023-01-09 00:00:00-05:00,27.80977339390073,28.802980243402203,27.80977339390073,28.262983322143555,37493200
2023-01-10 00:00:00-05:00,28.195483693523496,28.455839150558727,27.886915080391674,28.38833999633789,23008100
2023-01-11 00:00:00-05:00,28.619766010523257,28.812620471120535,27.96405679822175,28.783693313598633,30375400
2023-01-12 00:00:00-05:00,28.90904794592512,29.294758697326316,28.41726604818337,29.207975387573242,28963900
2023-01-13 00:00:00-05:00,28.89940461379544,29.09226090687782,28.745120315015104,29.034404754638672,31361900
2023-01-17 00:00:00-05:00,29.101904575659702,29.179046726826428,28.465481368730735,28.54262351989746,34759100
2023-01-18 00:00:00-05:00,28.73547856461602,28.754764562604766,27.607273431270517,27.78084373474121,44199600
2023-01-19 00:00:00-05:00,27.58798891962849,27.732630224266018,27.231205318256215,27.404775619506836,36886600
2023-01-20 00:00:00-05:00,27.40477553678764,28.18584005084388,27.24084823490285,28.176197052001953,35158500
2023-01-23 00:00:00-05:00,28.28226851564501,29.400830644794553,28.13762720983005,29.188690185546875,38795800
2023-01-24 00:00:00-05:00,28.870480380817863,29.111549851975496,28.667981068654118,28.851194381713867,24855100
2023-01-25 00:00:00-05:00,28.465481138851015,28.822262895410606,28.127983540516905,28.63905143737793,28268000
2023-01-26 00:00:00-05:00,28.98618865064606,29.03440364167541,28.282266334542182,29.015117645263672,56088100
2023-01-27 00:00:00-05:00,26.102999338615348,27.231204420328744,25.82335973743222,27.154062271118164,148548200
2023-01-30 00:00:00-05:00,26.729781392428336,27.49156177824858,26.681568235519176,26.951566696166992,55145800
2023-01-31 00:00:00-05:00,26.787637297221977,27.279419184014884,26.546567853061564,27.250490188598633,52621600
2023-02-01 00:00:00-05:00,26.893707084648902,28.378695770150827,26.691209630742602,28.03155517578125,63330600
2023-02-02 00:00:00-05:00,28.2051258177228,29.217616778058037,27.771200069456867,29.111547470092773,62230700
2023-02-03 00:00:00-05:00,28.56191075220231,30.056540685374546,28.475125598486343,29.23690414428711,57603100
2023-02-06 00:00:00-05:00,28.841610115948637,28.939213232302656,27.92414566244483,28.002227783203125,48726400
2023-02-07 00:00:00-05:00,27.963185138968626,28.56832295693167,27.748459777304095,28.353595733642578,50780800
2023-02-08 00:00:00-05:00,28.255993486863996,28.421918216464604,27.53373158510289,27.563013076782227,36479100
2023-02-09 00:00:00-05:00,27.99246965887959,28.1291129163864,26.90907851257627,27.065242767333984,43906400
2023-02-10 00:00:00-05:00,26.967637348743658,27.319007822872113,26.68459035918154,27.133562088012695,31232500
2023-02-13 00:00:00-05:00,27.20188630644277,27.865583419799805,27.055480697189722,27.865583419799805,32347500
2023-02-14 00:00:00-05:00,27.699655213461494,28.031504659469526,27.319005144885864,27.95342254638672,27928900
2023-02-15 00:00:00-05:00,27.680138731393377,28.187671584208548,27.4849324991859,28.15839195251465,23359400
2023-02-16 00:00:00-05:00,27.816782868384426,28.13887185871126,27.45565188571511,27.523975372314453,28972500
2023-02-17 00:00:00-05:00,27.32876831565852,27.397089938587733,26.72363048383983,26.948118209838867,32086200
2023-02-21 00:00:00-05:00,26.46010601955057,26.616270270023502,25.415756896403558,25.43527603149414,63668400
2023-02-22 00:00:00-05:00,25.288867594374018,26.255134413274384,24.693490336229853,24.85941505432129,89195300
2023-02-23 00:00:00-05:00,25.161987971011783,25.45479545717064,24.713014382393666,24.996063232421875,56473200
2023-02-24 00:00:00-05:00,24.615412752572794,24.742297369426744,24.322605248736267,24.537330627441406,44089900
2023-02-27 00:00:00-05:00,24.937496983192442,24.96677847262712,24.283558612146088,24.30307960510254,37657000
2023-02-28 00:00:00-05:00,24.34212362595629,24.517808854002507,24.13715690602753,24.33236312866211,50255300
2023-03-01 00:00:00-05:00,24.42996702389222,25.298630833078455,24.371404038247963,24.722774505615234,47823400
2023-03-02 00:00:00-05:00,24.605647893222844,25.66951782309745,24.517807146940193,25.571916580200195,48309300
2023-03-03 00:00:00-05:00,25.5719179110984,25.845204384032996,25.386472189018157,25.767122268676758,36744900
2023-03-06 00:00:00-05:00,25.835441734527624,25.90376520869363,25.30838796518864,25.3669490814209,37879800
2023-03-07 00:00:00-05:00,25.220546236351364,25.36694996283118,24.888696796797447,24.917978286743164,43164600
2023-03-08 00:00:00-05:00,24.947261385027765,25.3864744871826,24.839899630209082,25.357192993164062,36071900
2023-03-09 00:00:00-05:00,25.357190236490354,26.33321759150499,25.347429739545277,25.806163787841797,54886100
2023-03-10 00:00:00-05:00,25.913526404132295,26.860274161836333,25.689040551704853,26.56746482849121,65187000
2023-03-13 00:00:00-04:00,26.098971199781527,26.655306493215953,25.972088462987042,26.303937911987305,50977000
2023-03-14 00:00:00-04:00,26.694351607202076,27.42637220779286,26.59674848813171,27.338529586791992,47689800
2023-03-15 00:00:00-04:00,27.06524196977045,27.816783587160867,26.996920343030357,27.728940963745117,49322800
2023-03-16 00:00:00-04:00,27.70941861346735,29.544351255599253,27.70941861346735,29.45650863647461,75779500
2023-03-17 00:00:00-04:00,29.202742495057443,30.256852106897263,28.734249747934122,29.095378875732422,80628500
2023-03-20 00:00:00-04:00,29.085615413340413,29.183218524450513,27.94366329508857,28.46095848083496,38780100
2023-03-21 00:00:00-04:00,28.304794254309765,28.470718984748284,27.309245871678645,27.777738571166992,55650800
2023-03-22 00:00:00-04:00,27.797262227806556,28.42192108190452,27.426372603931718,27.455652236938477,37415500
2023-03-23 00:00:00-04:00,27.69965849675871,28.460960585773083,27.543494252082628,28.334077835083008,43785500
2023-03-24 00:00:00-04:00,28.343839481996387,29.095379241854463,28.236475861320354,28.65616798400879,55912100
2023-03-27 00:00:00-04:00,28.665927843486305,29.017296469606507,28.38287898133078,28.48048210144043,34758200
2023-03-28 00:00:00-04:00,28.38287811648555,28.62688497851229,27.943665020187566,28.587844848632812,37407900
2023-03-29 00:00:00-04:00,29.056335409276464,31.125512402388914,29.046574912128595,30.76438331604004,85556200
2023-03-30 00:00:00-04:00,31.086474310596248,31.798975756041244,31.047432319448752,31.320720672607422,70077600
