Date,Open,High,Low,Close,Volume
2024-01-02 00:00:00-05:00,185.78942219080653,187.07005243391947,182.55312769161858,184.2904052734375,82488700
2024-01-03 00:00:00-05:00,182.88075702582086,184.52869277861944,182.09649169200898,182.91053771972656,58414500
2024-01-04 00:00:00-05:00,180.82580048582,181.7589693006513,179.56504403399205,180.58755493164062,71983600
2024-01-05 00:00:00-05:00,180.66696287937032,181.43135417752765,178.86018676112266,179.8628387451172,62379700
2024-01-08 00:00:00-05:00,180.76620883550703,184.2507009606552,180.18050174905395,184.2109832763672,59144500
2024-01-09 00:00:00-05:00,182.58292017691045,183.80397397190293,181.40156892129536,183.79405212402344,42841800
2024-01-10 00:00:00-05:00,183.00979086506445,185.04487535026095,182.5829090664718,184.83641052246094,46792900
2024-01-11 00:00:00-05:00,185.18385896123664,185.6901609871056,182.2850890001184,184.2407684326172,49128400
2024-01-12 00:00:00-05:00,184.7073562390581,185.382420570264,183.84368591687618,184.56837463378906,40477800
2024-01-16 00:00:00-05:00,180.83571426310817,182.92043833380222,179.61464536328148,182.29502868652344,65603000
2024-01-17 00:00:00-05:00,179.9521756311529,181.60009595806468,178.98922629636922,181.35191345214844,47317400
2024-01-18 00:00:00-05:00,184.7371543858006,187.76498444511594,184.47904999387188,187.25869750976562,78005800
2024-01-19 00:00:00-05:00,187.95357471629796,190.55452249664,187.44728786414325,190.1673583984375,68903000
2024-01-22 00:00:00-05:00,190.90200101096366,193.90997199821769,190.86228332421425,192.48043823242188,60133900
2024-01-23 00:00:00-05:00,193.602222064805,194.3269107729025,192.42087086045922,193.76104736328125,42355600
2024-01-24 00:00:00-05:00,193.99930838143553,194.9523359132993,192.92715808853583,193.08599853515625,53631300
2024-01-25 00:00:00-05:00,193.80079260051858,194.84316234947465,191.70613125374697,192.7584228515625,54822100
2024-01-26 00:00:00-05:00,192.85769025735726,193.34411833566054,190.54462719280716,191.02113342285156,44594000
2024-01-29 00:00:00-05:00,190.614099077556,190.80272021826386,188.20177223046258,190.3361358642578,47145600
2024-01-30 00:00:00-05:00,189.55190020112778,190.40564874926815,186.10712531543376,186.6729736328125,55859400
2024-01-31 00:00:00-05:00,185.6802399646441,185.7398164976455,183.00980859435379,183.05943298339844,55467800
2024-02-01 00:00:00-05:00,182.6524257138898,185.59089847447947,182.48366340616798,185.50155639648438,64885400
2024-02-02 00:00:00-05:00,178.55242764739413,185.96812234304272,177.94686171013706,184.49888610839844,102551700
2024-02-05 00:00:00-05:00,186.78216664518396,187.87417583998953,184.48896248395178,186.31558227539062,69668800
2024-02-06 00:00:00-05:00,185.50154897397763,187.9337347140823,185.4122068995574,187.92381286621094,43490800
2024-02-07 00:00:00-05:00,189.2540738540102,189.66109684812312,187.23883287556598,188.03302001953125,53439000
2024-02-08 00:00:00-05:00,188.0131563419714,188.16205980044833,185.98799356738817,186.95094299316406,40962000
2024-02-09 00:00:00-05:00,187.5174970927484,188.8494643803939,186.8714052160575,187.71630859375,45155200
2024-02-12 00:00:00-05:00,187.288900125969,187.53739935899367,185.66868027314752,186.02651977539062,41781900
2024-02-13 00:00:00-05:00,184.6548126341336,185.09217370700773,182.4083698811328,183.92918395996094,56529500
2024-02-14 00:00:00-05:00,184.20751487981576,184.41624573755993,181.34479892181088,183.04452514648438,54630500
2024-02-15 00:00:00-05:00,182.44813474883824,183.3824942652778,180.26134459364147,182.7562713623047,65434500
2024-02-16 00:00:00-05:00,182.31888265706775,183.7403059011213,180.57938833891825,181.21554565429688,49752500
2024-02-20 00:00:00-05:00,180.69867728023533,181.33483464555084,178.91942962585208,180.47006225585938,53665600
2024-02-21 00:00:00-05:00,180.8478012209779,181.79209525720324,179.57548638259638,181.22552490234375,41371400
2024-02-22 00:00:00-05:00,182.3785574262725,183.8496838430312,181.36469145049406,183.26321411132812,52292200
2024-02-23 00:00:00-05:00,183.89935895257477,183.92917764586625,181.13604881484736,181.42431640625,45119700
2024-02-26 00:00:00-05:00,181.1460130531962,181.6628805565922,179.56554634574937,180.07249450683594,40867400
2024-02-27 00:00:00-05:00,180.01283169575817,182.81589486499632,178.48206808634893,181.5336456298828,54318900
2024-02-28 00:00:00-05:00,181.4143549983027,182.02069366799873,179.04865286943277,180.33090209960938,48953900
2024-02-29 00:00:00-05:00,180.18181486443112,181.47401381447335,178.45225486971108,179.66493225097656,136682600
2024-03-01 00:00:00-05:00,178.47214167082092,179.44625436004063,176.31517027538303,178.58148193359375,73563100
2024-03-04 00:00:00-05:00,175.09252787586883,175.83802546574708,172.74669485303102,174.04884338378906,81510100
2024-03-05 00:00:00-05:00,169.73491231886675,171.00722719097524,168.60175641192043,169.0987548828125,95132400
2024-03-06 00:00:00-05:00,170.03309257401145,170.21201988746688,167.6673753032203,168.104736328125,68587700
2024-03-07 00:00:00-05:00,168.13458237107898,169.70509941273193,167.47855589418816,167.98548889160156,71765100
2024-03-08 00:00:00-05:00,167.9854678195768,172.6572499858552,167.92583043526673,169.705078125,76267000
2024-03-11 00:00:00-04:00,171.9018287593836,173.33318674250597,171.01717211248007,171.7129669189453,60139500
2024-03-12 00:00:00-04:00,172.11052665980674,172.98524863025398,169.9833742775534,172.19004821777344,59825400
2024-03-13 00:00:00-04:00,171.7328305288075,172.15030736266894,169.73488726374302,170.10267639160156,52488700
2024-03-14 00:00:00-04:00,171.87200022180366,173.26358975503445,171.0171623179081,171.96145629882812,72913500
2024-03-15 00:00:00-04:00,170.14244776104985,171.583740234375,169.26772563447943,171.583740234375,121752700
2024-03-18 00:00:00-04:00,174.5160241566181,176.64317668608956,172.47832769835546,172.6771240234375,75604200
2024-03-19 00:00:00-04:00,173.2933894169356,175.54976628184772,171.99125610372477,175.02294921875,55215200
2024-03-20 00:00:00-04:00,174.66513949599232,177.59742736816406,174.0389165846836,177.59742736816406,53423100
2024-03-21 00:00:00-04:00,175.98715795881162,176.42451903095682,169.81443040365232,170.34124755859375,106181300
2024-03-22 00:00:00-04:00,170.7289059277682,172.0111704512642,169.0391141931604,171.24578857421875,71160100
2024-03-25 00:00:00-04:00,169.54605342761408,170.90782428626645,168.43276661931924,169.82437133789062,54288300
2024-03-26 00:00:00-04:00,168.97947557636294,170.39094937582044,168.5619986920605,168.69122314453125,57388400
2024-03-27 00:00:00-04:00,169.38702247981306,172.55787515067234,169.08882036385705,172.2696075439453,60273300
2024-03-28 00:00:00-04:00,170.71896018041463,171.1960744249358,169.4863986176142,170.45057678222656,65672700
2024-04-01 00:00:00-04:00,170.16231728997553,170.22195467216173,168.46257606173032,169.00927734375,46240500
2024-04-02 00:00:00-04:00,168.06498070773253,168.32341441545842,167.2200773611407,167.826416015625,49329500
2024-04-03 00:00:00-04:00,167.7767233727702,169.6553768320082,167.56799252573734,168.63156127929688,47691700
2024-04-04 00:00:00-04:00,169.2677258236611,170.88794562795422,167.8065643310547,167.8065643310547,53704400
2024-04-05 00:00:00-04:00,168.57191570910442,169.3671161921521,167.93575835610383,168.56198120117188,42104800
2024-04-08 00:00:00-04:00,168.01530178433154,168.1842794442996,167.23005087422234,167.43878173828125,37425500
2024-04-09 00:00:00-04:00,167.68726532493085,169.05898582949538,167.33937552823474,168.6514434814453,42373800
2024-04-10 00:00:00-04:00,167.7866623517303,168.07491474927153,166.10680533820357,166.7727813720703,49709300
2024-04-11 00:00:00-04:00,167.3294357885208,174.4067040844594,167.1505236254001,173.9892120361328,91070300
2024-04-12 00:00:00-04:00,173.21388159504414,177.2892746522008,173.16419388744958,175.49014282226562,101670900
2024-04-15 00:00:00-04:00,174.30729011068368,175.56967037066977,171.46445848220424,171.6533203125,73531800
2024-04-16 00:00:00-04:00,170.71894188345593,172.7168698915991,167.25983743883052,168.36317443847656,73711200
2024-04-17 00:00:00-04:00,168.5917904626445,169.6255404157564,166.991455078125,166.991455078125,50901200
2024-04-18 00:00:00-04:00,167.02129381245496,167.62763251332663,165.55018268321453,166.0372314453125,43122900
2024-04-19 00:00:00-04:00,165.21223390744998,165.40108058085156,163.09501562510533,164.00949096679688,68149400
2024-04-22 00:00:00-04:00,164.52635030592455,166.25589498596477,163.7808527253039,164.84442138671875,48116400
2024-04-23 00:00:00-04:00,164.35737315952596,166.04716464714997,163.9299466584378,165.89805603027344,49537800
2024-04-24 00:00:00-04:00,165.540232667877,168.2836737462142,165.21222704669103,168.00535583496094,48251800
2024-04-25 00:00:00-04:00,168.51229295621184,169.58581142644354,167.14057238305094,168.87013244628906,50558300
2024-04-26 00:00:00-04:00,168.86018085141623,170.31140768247312,168.16437095925713,168.28366088867188,44838400
2024-04-29 00:00:00-04:00,172.3292258757486,174.97326108846298,172.06085765153782,172.4584503173828,68169400
2024-04-30 00:00:00-04:00,172.2894858404387,173.93952434742974,168.97947431756717,169.3074951171875,65934800
2024-05-01 00:00:00-04:00,168.56197877866052,171.67319360904702,168.0947990703537,168.28366088867188,50383100
2024-05-02 00:00:00-04:00,171.47440458209337,172.37894542666191,169.8641344122997,171.9912872314453,94214900
2024-05-03 00:00:00-04:00,185.52950301417593,185.87740797297917,181.56346535319665,182.27914428710938,163224100
2024-05-06 00:00:00-04:00,181.2553285088154,183.09421354898845,179.33690673477625,180.61917114257812,78569700
2024-05-07 00:00:00-04:00,182.34872294128857,183.79001537072006,180.23151991986552,181.30502319335938,77305800
2024-05-08 00:00:00-04:00,181.75231510468853,181.97099560703433,180.3607105291073,181.64297485351562,45057100
2024-05-09 00:00:00-04:00,181.46407733528633,183.55147695770702,181.0167817496789,183.46202087402344,48983000
2024-05-10 00:00:00-04:00,184.03928564367934,184.22840362497325,181.2821909106075,182.19790649414062,50759500
2024-05-13 00:00:00-04:00,184.57678612826817,186.22906253508128,183.76059590764,185.41287231445312,72044800
2024-05-14 00:00:00-04:00,186.63715506565202,187.42348620330452,185.42283282321628,186.55752563476562,52393600
2024-05-15 00:00:00-04:00,187.03529613574696,189.76253191302303,186.49780129168897,188.8368682861328,70400000
2024-05-16 00:00:00-04:00,189.58337106367233,190.21044329921963,188.77714401097435,188.956298828125,52845200
2024-05-17 00:00:00-04:00,188.62785068172937,189.9218023921439,188.29938496531759,188.98617553710938,41282900
2024-05-20 00:00:00-04:00,188.44869465688268,191.02663488992152,188.1301769262196,190.15072631835938,44361300
2024-05-21 00:00:00-04:00,190.20049107683238,191.83285642957057,190.03128423275254,191.4546356201172,42309400
2024-05-22 00:00:00-04:00,191.37500087150013,191.92244369758092,189.38431073139583,190.01136779785156,34648500
2024-05-23 00:00:00-04:00,190.09099161364105,190.11090276702717,185.76124979940406,186.0100860595703,51005900
2024-05-24 00:00:00-04:00,187.94106857836448,189.6928704821682,187.16468542966413,189.0956573486328,36327000
2024-05-28 00:00:00-04:00,190.61851957640835,192.1015891258543,188.219749617586,189.10560607910156,52280100
